ESGN,class
prevention of pollution liothyronine toxicity appropriate control of the use of treatment chemical substances reduction of the use dangerous toxic chemical production process control of the monitoring of the quality water polluted air discharge emissions community environmental auspices environmental auspices control storing larm vibrations resulting from resulting generation.,1
playing key role formulation corporate vision strategies policies key business plans regard risk factors suitable risk management board ensure credibility ptts accounting system fi nancial statements accounting audit,3
playing key role formulation embodied vision strategies policies key business plans regard risk factors suitable risk management control_board ensure credibility ptts accounting system fi nancial statements accounting audit,3
Counterpart in the formation of corporate vision strategies policy management plans for consideration of risk factors suitable risk management board ensure credibility ptts accounting statements.,3
Counterpart in the formation of corporate vision strategies policy management plans for consideration of risk factors desirable risk management board ensure credibility ptts accounting statements.,3
gradually change type painted spray electric fan oil paint dust paint instead,1
gradually change type painted spray electric fan oil key dust key instead,1
Gradual reduction of the type painted spray air fans lint paint instead of dust paint,1
gradual reduction of the type painted spray air fans lint paint rather of dust paint,1
fringe benefits offered employees levels comprising wedding celebration maternity leave assistance case death employees family members provident fund yearly health checkup savings cooperative,2
fringe benefits offered employee levels comprising wedding celebration maternity leave assistance case death employee family members provident fund yearly health checkup savings cooperative,2
"daily services offered to employed persons, including high-time celebrations, maternity leave benefit in case of death of employed family members pension fund annual health check - sparkooperative.",2
"daily services offered to employed persons, including high-time celebrations, maternity leave_of_absence benefit in case of death of employed family members pension fund annual health check - sparkooperative.",2
employees bank required enroll relevant training courses elearning courses antimoney launderingcombating financing terrorism amlcft anticorruption bribery,3
employees bank required enroll relevant training courses elearning courses antimoney launderingcombating financing terrorism amlcft anticorruption bribery,3
Authorized bank obliged to provide relevant training courses elearning courses against money-wasting bribes the financing of terrorismus amlcft corruption bribery,3
Authorized bank obliged to provide relevant take_aim courses elearning courses against money-wasting bribes the financing of terrorismus amlcft corruption graft,3
summaries clarifications questions answers opinions voting procedure vote count provided,3
summaries clarifications enquiry answers opinions voting procedure vote count provided,3
to answer questions on motions for resolutions: voting procedure,3
to answer questions on motions for resolutions: vote procedure,3
upoic collaborated ban napong community huay yoong subdistrict administrative organisation releasing fish natural water resource occasion mothers day 12 august ban huay yoong subdistrict nuaklong district krabi,2
upoic cooperate BAN napong community huay yoong subdistrict administrative organisation releasing fish natural water resource occasion mothers day 12 august BAN huay yoong subdistrict nuaklong district krabi,2
amoic collaborated ban napong community huay yoong subdistrict administrative organization releasing fish natural water resource occasion mothers day 12 august ban huay yoong subdistrict nuaklong district krabi krabi.,2
amoic collaborated ban napong community huay yoong subdistrict administrative organization releasing fish natural piddle resource occasion mothers day dozen august ban huay yoong subdistrict nuaklong district krabi krabi.,2
company independent work unit handling internal audit following work units operations terms internal control risk management compliance applicable laws,3
company self-governing work unit handling internal audit following work units operations terms internal control risk management compliance applicable laws,3
"Internal Labour Unit, which undergoes internal audits, according to the social conditions of the work unit internal control risk management compliance with the applicable legislation.",3
"Internal Labour Unit, which undergoes internal audits, consort to the social conditions of the work unit internal control risk management compliance with the applicable legislation.",3
recognizes shareholders rights know gain access information allows shareholders submit questions advance agm company secretary channels,3
recognizes shareholders rights know gain access information allows shareholders submit questions advance agm fellowship secretary channel,3
that the right of the actionar know access information allow a actionar questions preagm business secretar canale.,3
that the right of the actionar know access information allow axerophthol actionar questions preagm business secretar canale.,3
conduct investigation right receiving customers complaints product quality safety track results remedial preventive measures taken,2
conduct investigation right receiving customers ailment product quality safety track results remedial preventive measures taken,2
"right of notification to receive customer complaints, quality of product safety, correction of results taken preventive measures.",2
"right of notification to have customer complaints, quality of product safety, correction of event taken preventive measures.",2
enhancing employee potentiality development preparation support business expansion,2
enhancing employee potentiality development preparation support business expansion,2
Increasing the potential of employees to prepare for development underpins the expansion of the company.,2
Increasing the potential of employee to prepare for development underpins the expansion of the company.,2
approve procurement investment transactions fixed assets exceed baht 50 million transaction,3
approve procurement investing transactions fixed assets pass baht 50 million transaction,3
"Authorisation of acquisition transactions, investment transactions over 50 million baht transactions",3
"Authorisation of acquisition transactions, investment transactions all_over 50 trillion baht transactions",3
safety management system uplift safety standards thailand regional,2
safety management system uplift safety standards thailand regional,2
Transport management system lift safety standards thailand regional regional.,2
delight management system lift safety standards thailand regional regional.,2
use stairs instead elevator save energy exercise good health,1
use stairs instead lift save energy exercise good health,1
staircases instead of uplifts save energy fitness good health.,1
staircases alternatively of uplift save energy fitness good health.,1
company implemented standards quality management system enhance focusing role stakeholders,3
company implemented standards quality direction system enhance focalization role stakeholders,3
implemented standards quality management system improve the focus of roll stakeholder focus.,3
implemented standards quality management system better the focus of roll stakeholder focus.,3
aims decrease plastic waste,1
purpose fall plastic waste,1
is aimed at reducing plastic waste.,1
is aimed at reduce plastic waste.,1
companys main line business private hospital business operated company subsidiaries,0
companys main line business private hospital business operated company subsidiaries,0
Mainly private hospital companies operated by subsidiaries.,0
principally common_soldier hospital companies operated by subsidiaries.,0
pursuit international standards transparency,3
avocation international standard transparency,3
transparence in complying with international standards,3
transparence in abide_by with international standards,3
examined risk management ensure efficiency suitability organization closely followed risk management performance reported risk management activities departments significant agenda items meetings audit committee board directors acknowledgment consideration,3
examined risk management ensure efficiency suitableness organization closely followed risk management performance reported risk management bodily_process departments significant agenda items meetings audit committee board directors acknowledgment consideration,3
Recognized risk management ensure efficiency organisation precisely pursued risk management - performance reported risk management - activities important day appointments audit committee board directors recognition.,3
Recognized risk management ensure efficiency organisation precisely pursued risk management - performance reported risk management - activities important day appointments audit commission board directors recognition.,3
deploying scgs ability resources knowledge engage employees private public sector communities deliver sustainable value society communities,2
deploying scgs ability resources knowledge engage employees private public sector communities deliver sustainable value society communities,2
scgs skills know engagement with workers private public sector communities deliver sustainable value-added society communities.,2
scgs skills know participation with workers private public sector communities deliver sustainable value-added gild communities.,2
audit committee performed following duties independently scope responsibilities prescribed audit committee charter consistent regulations stock exchange thailand set office securities exchange commission sec,3
scrutinise committee performed accompany duties independently scope responsibilities prescribed scrutinise committee charter consistent regulations stock exchange thailand set office securities exchange commission sec,3
The audit committee performed the following duties independently scope prescribed audit committee charter consistent regulations stock exchange thailand set office securities exchange commission sec.,3
The audit citizens_committee performed the following duties independently scope prescribed audit citizens_committee charter consistent regulations stock exchange thailand set office securities exchange commission sec.,3
project targets group coffee plantation growers sale channels greater income wellbeing based system fair price promotion support farmers sustainable conservation natural resources,2
project targets group coffee plantation growers sale transmission_channel greater income wellbeing based system fair price publicity support farmers sustainable conservation natural resources,2
project aims at kaffeebauern the group sale canale more income based system fair price demand supporting farmers sustainable conservation of natural resources.,2
project aims at kaffeebauern the group sale canale more income base system fair price demand supporting farmers sustainable conservation of natural resources.,2
increase access treatment disease cured present early detection help slow progression,2
growth access treatment disease cured present early detection help slow progression,2
"to cure the disease cures disease it cures, help the progress of learning, to help the progress of the progress of the disease.",2
"to cure the disease cures disease it cures, help the build_up of learning, to help the build_up of the build_up of the disease.",2
2018 company consumed electricity 7373000 kwh overall comparison 2017 increases 125 company products 171 performance accordance objectives goals 2018 caused company consumed 046 goals energy reduction 2 energy consumption index product unit,1
2018 company consumed electricity 7373000 kwh overall comparison 2017 increases 125 company product 171 performance accordance objectives goals 2018 caused company consumed 046 goals energy reduction 2 energy use index product unit,1
2018 company consumed electricity 7373000 kwh compared to 2017 total increase 125 enterprise products 171 performance - conformitat target 2018 caused enterprises consumed 046 target energy reduction 2 energy consumption index product unit unit.,1
2018 company consume electricity 7373000 kwh compared to 2017 total increase 125 enterprise products 171 performance - conformitat target 2018 caused enterprises consume 046 target energy reduction 2 energy consumption index product unit unit.,1
decent work economic growth,2
in_good_order work economic outgrowth,2
Economic growth through decent work,2
economical growth through decent work,2
dividend payment depend board directorsc meeting shareholdersc meeting resolution,3
dividend payment depend board directorsc meet shareholdersc meet resolution,3
Shared payment depend board directorsc meeting shareholdersc meeting resolution,3
shared_out payment depend board directorsc meeting shareholdersc meeting resolution,3
ensure company suitable efficient internal control internal audit systems reviewing systems internal external auditors audit committee shall consider independence internal auditor department,3
ensure ship's_company suitable efficient interior control interior audit systems reviewing systems interior external auditors audit committee shall consider independence interior auditor department,3
ensures that the company provides efficient internal control systems internal audit - system overpriority internal external audit audit - expends the unavailability internal audit - division.,3
see_to_it that the company provides efficient internal control scheme internal audit - system overpriority internal external audit audit - expends the unavailability internal audit - division.,3
smit aims leading fullservice importer distributor special steels machine toolstooling pulp paper machinery equipment wood industry electrical engineering,0
smit aims leading fullservice importer distributor special steels machine toolstooling pulp paper machinery equipment woods industry electrical engineering,0
smit aims leading fullservice importer distributor special steels machine toolstooling pulp paper machinery equipment wood industry electrical engineering equipment.,0
smite aims leading fullservice importer distributor special steels machine toolstooling pulp paper machinery equipment wood industry electrical engineer equipment.,0
having executive director employee staff advisor receives salary controlling person company parent company subsidiary associate joint venture subsidiary level major shareholder controlling person foregoing status ended 2 years prior date application filing office,3
having executive director employee staff advisor receives remuneration controlling person company parent company subsidiary associate joint venture subsidiary level major shareholder controlling person foregoing status end 2 years prior date application filing office,3
the parent company associate joint venture company head-actioning person controlling person preuberant status ends 2 years before the enrolment of the company buro.,3
the parent company associate joint venture company head-actioning individual controlling individual preuberant status ends 2 years before the enrollment of the company buro.,3
company collaboration external expert speakers studied researched observed customers order ensure course designed developing standard service appropriate employee training training course internal service standard instructor prepared guidelines service standards hospital subsidiaries continuous development service excellence,2
company collaboration external expert speakers studied researched observed customers order ensure course designed developing standard service appropriate employee training training course internal service standard instructor prepared guidelines service standards hospital subsidiaries continuous development service excellence,2
co-operation external experts studied observed customer contract ensure course designed development standard service adequate co-workers training course internal service standard instructor prepared guidelines service standards hospital hospitals society continuous development service excellence.,2
co-operation external experts studied observed customer contract ensure course designed development standard service adequate co-worker training course internal service standard instructor prepare guidelines service standards hospital hospitals society continuous development service excellence.,2
entrepreneurs carried construction phase phase started interior decoration receiving reservations customers minimize loan amounts interest,0
entrepreneurs carried construction phase phase started interior decoration receiving reservations customers belittle loan amounts stake,0
subcontractor invoiced construction phase started interior decoration reception reservations customers minimization of credit amounts interest.,0
subcontractor invoiced construction phase started interior decoration reception reservations client minimization of credit amounts interest.,0
company closely monitoring developments order assess risks affect companys operations addition company preparations anticipation requests information related organizations determined appropriate supportive measures,3
company closely monitoring developments order assess risks affect companys operations addition company preparations anticipation requests information related organizations determined appropriate supportive measures,3
Information related organizations determined appropriate supportive measures according to research closely monitoring developments order assess risks affect company operations addition company preparations anticipation requests information related organizations determined appropriate supportive measures.,3
Information related organizations determined appropriate supportive measures according to research closely monitoring developments order assess risks affect company operations addition company preparations anticipation requests information related organizations determined appropriate supportive measures.,3
internal control system shall installed risks management shall managed suitable levels including accounting system financial statement accurate reliable,3
internal control system shall installed risks management shall managed suitable level including accounting system financial statement accurate reliable,3
Internal control system installs risk management appropriate levels including accounting system financial reporting reliable.,3
Internal insure system installs risk direction appropriate levels including accounting system financial reporting reliable.,3
company prepared succession plan recruiting management trainees develop knowledge ability company future executives,3
company prepared succession design enter management trainees develop knowledge ability company future executives,3
Recruitment and management skills management trainees to develop knowledge and skills for future managers.,3
enlisting and management skills management trainees to develop knowledge and skills for future managers.,3
assessment board consisted board policy board composition board practices board meeting conducting board training development,3
assessment board consisted board policy board composition board practices board meeting lead board training developing,3
Board consisting of board policy board composition board practices board meeting conducting board training development,3
Board consist of add-in policy add-in composition add-in practices add-in meeting conducting add-in training development,3
responsible corporate citizen,2
creditworthy bodied citizen,2
Responsible Corporatesburg,2
responsible Corporatesburg,2
company gives precedence environment protections bring principles decreasing polluting waste sources apply companys waste disposal management results polluting waste brought reuse sell raw materials productions,1
company gives precedence environment protections bring principles decreasing polluting waste sources apply ship's_company waste disposal management results polluting waste contribute reuse sell raw materials productions,1
"companies give priority to reduce environmental protection principles to apply waste sources, conduct waste management results of environmental waste brought back into reuse selling raw material production.",1
"companies give priority to reduce environmental protection principles to apply waste sources, conduct waste management results of environmental waste brought vertebral_column into reuse selling raw material production.",1
company operates business fostering respect human rights discrimination nationality race religion social status disability employees makes sure harassment human right discriminative action takes place upholding fair practice ensuring job security employees levels,2
company operates business fostering respect human rights discrimination nationality race religion social status disability employees makes sure harassment human right discriminative action get place upholding fair practice ensuring job security employees levels,2
company schafte calls for the observance of the human rights discrimination nationalitat rassen religion social status disabled workers ensures that the aggravation of human rights discrimination measures takes place to maintain fair practice ensuring the safety of jobs at the level of workers.,2
company schafte call for the observance of the human rights discrimination nationalitat rassen religion social status disabled workers ensures that the aggravation of human rights discrimination assess takes place to maintain fair practice ensuring the safety of jobs at the level of workers.,2
platform offers agricultural products fruits sale including durian pomelo oranges yellow marian plum etc served 2000 customers ordering products,0
platform offers agricultural products fruits sale including durian Citrus_grandis oranges yellow Marian plum etc served 2000 customers ordering products,0
plattform offers agricultural products sale including durian pomelo oranges yellow plum etc.,0
plattform provide agricultural products sale including durian pomelo oranges yellow plum and_so_forth,0
company organized annual kathina ceremony 2018 mr praphad phodhivorakhun chairman management team employees attended ceremony kathina ceremony attended foundation stone laying ceremony build charity hall sittichai rangsan temple na tham nuea subdistrict mueang trang district trang province,2
company organized annual kathina ceremony 2018 Mr praphad phodhivorakhun chairman management team employees attended ceremony kathina ceremony attended foundation stone laying ceremony build charity hall sittichai rangsan temple na tham nuea subdistrict mueang trang district trang province,2
Organized annual kathina ceremony 2018 mr praphad phodhivorakhun chairman management team attended ceremony kathina ceremony attended foundation stone laying ceremony build charity hall sittichai rangsan temple na tham nuea subdistrict mueang trang district trang province.,2
Organized annual kathina ceremony 2018 mr praphad phodhivorakhun chairman management team attended ceremony kathina ceremony attended foundation stone laying ceremony build charity hall sittichai rangsan temple na tham nuea subdistrict mueang trang district trang province.,2
overhauled productions waste management structure enabling reuse waste optimal benefits minimizing environmental footprint,1
overhauled productions waste management structure enabling reuse waste optimal benefits understate environmental footprint,1
the processed waste management structure of the production stair makes possible the re-use of wastes optimal use and minimizes the environmental impact and minimizes the environmental impact.,1
the processed waste management structure of the production stair makes possible the re-use of wastes optimal use and minimizes the environmental impact and minimizes the environmental impact.,1
board directors assigned board executive directors undertake business administration behalf determine policies targets business administration quality assurance environment security energy saving information security management business ethics management antifraud anticorruption,3
board director assigned board executive director undertake business administration behalf determine policies targets business administration quality assurance environment security energy saving information security management business ethics management antifraud anticorruption,3
Board of Directors assigned to Board of Directors undertake business administration to determine policies targets business administration quality assurance environment energy information saving security business ethics management antibetrug anticorruption business ethics management antibetrug anticorruption,3
Board of Directors assigned to Board of Directors undertake business administration to determine policies butt business administration quality assurance environment energy information pull_through security business ethics management antibetrug anticorruption business ethics management antibetrug anticorruption,3
company created employee benefit committee employees participate management benefits,2
company created employee benefit committee employees participate management benefit,2
Company-based committee for employee performance participation of co-workers in company management performance.,2
Company-based committee for employee performance participation of co-worker in company management performance.,2
examples opening new branches renovating service areas upgrading services setting specialized centers expanding services complete continuum healthcare including elderly care center pharmacies drug production laboratories dietary supplements cosmetics,0
examples opening new branch renovating service areas upgrading services setting specialized centers expanding services complete continuum healthcare including elderly care center pharmaceutics drug production laboratories dietary supplements cosmetics,0
Examples of new establishments renovation service areas maintenance service provisioning specialized centers expansion of services complete general health care including old-care centers pharmacies pharmaceuticals production laboratories food supplements cosmetics cosmetics.,0
Examples of new establishments renovation inspection_and_repair areas maintenance inspection_and_repair provisioning specialized centers expansion of services complete general health care including old-care centers pharmacies pharmaceuticals production testing_ground food supplements cosmetics cosmetics.,0
companys subsidiaries cocompanies required conform companys anticorruption policies,3
companys subsidiary_company cocompanies needful conform companys anticorruption policies,3
the anti-corruption policy of societies by their shareholders,3
the anti-corruption policy of societies by their shareowner,3
past success raised expectations customers shareholders stakeholders,0
past success raised expectations customers stockholder stakeholder,0
Successed expectations Customers Activity stakeholder,0
Successed expectations customer bodily_function stakeholder,0
contingent liabilities result litigation,0
contingent liabilities result litigation,0
Deadlines led to litigation.,0
deadline conduct to litigation.,0
company acted manufacturer premiumquality children wear products distribution domestic market major distributor directly exporting products overseas destinations,0
company acted manufacturer premiumquality children wear products distribution domestic market major distributor directly exporting products overseas name_and_address,0
companya acted manufacturer of high-quality children's clothing for sale inland market wholesaler direct export of products to foreign destinations.,0
companya acted manufacturer of high-quality children's clothing for sale inland market jobber direct export of products to foreign destinations.,0
fair value price received sell asset paid transfer liability orderly transaction buyer seller market participants measurement date,0
fair economic_value price received sell asset paid transfer liability orderly transaction buyer seller market participants measurement date,0
Value value price received sell asset paid transfer liability orderly transaction buyer seller market participant measurement date,0
Value value price received sell plus paid transfer liability orderly transaction buyer seller market participant measurement date,0
responsibilities stakeholders respect human rights consumer rights fair treatment workers,2
responsibilities stakeholders respect human rights consumer rights fair treatment doer,2
Responsibilities stakeholders respect human rights consumer rights fair treatment workers,2
Responsibilities stakeholder respect human rights consumer rights fair treatment worker,2
received certificate esg100 year 2017 thaipat institute listed company category industrials outstanding environmental social governance esg performance,3
received certificate esg100 year 2017 thaipat institute listed company class industrials outstanding environmental social government esg performance,3
certificate esg100 year 2017 thaipat institute borsen listed companies categorized industries excellent occological social governance esg performance.,3
certificate esg100 year 2017 thaipat institute borsen listed companionship categorized industries excellent occological social governing_body esg performance.,3
board directors accountability shareholders relation companys business operation monitor ensure business administered targeted brings maximum benefits shareholders upholding code business ethics consideration interests stakeholders,3
board directors accountability stockholder relation companys business operation supervise ensure business administered targeted brings maximum benefits stockholder upholding code business ethics consideration interests stakeholders,3
Members of the Board of Management are responsible for accountancy accreditation activities company management ensure that the company administers purposefully brings maximum advantages aktionare maintenance of the codex of the business ethics.,3
Members of the Board of Management are responsible for accounting accreditation activities company management ensure that the company administers purposefully bring maximum advantages aktionare maintenance of the codex of the business ethics.,3
replacement cost depreciated basis approximate useful lives,0
replacement cost depreciated basis estimate utilitarian lives,0
deduction costs on depreciation basis approximative lifetime.,0
synthesis costs on depreciation basis approximative lifetime.,0
improved efficiency water consumption,1
ameliorate efficiency water phthisis,1
Efficient water use,1
effective piss use,1
2018 coal business total sales volume 82 million tonnes 2017 total sales volume 83 million tonnes mainly selling coal users asia hong kong taiwan korea japan china india malaysia indonesia thailand united states,0
2018 coal business total sales volume 82 million tonnes 2017 total sales volume 83 million tonnes mainly selling coal users asia hong kong taiwan Korea japan china india malaysia indonesia thailand united states,0
2018 Coal Company total sales volume 82 mio. tonne 2017 total sales volume 83 mio. tonne mainly coal consumers asien hong kong taiwan korea japan china china indien malaysia indonesia Thailand united state united Thailand.,0
2018 Coal Company total sales volume 82 mio. tonne 2017 total sales volume 83 mio. tonne mainly coal consumers asien hong kong taiwan korea japan china china indien malaysia Dutch_East_Indies Thailand united state united Thailand.,0
quarter accounting service center offi ce auditorgeneral audit committee reviews ptts fi nancial reports board accountable ptt groups consolidated fi nancial statements fi nancial information presented annual report,3
quarter accounting service center offi ce auditorgeneral audit committee reviews ptts fi nancial reports board accountable ptt aggroup consolidated fi nancial statements fi nancial information presented annual report,3
accounting service center offi ce auditor general audit committee reviews ptts fi nancial reports board accountable ptt groups consolidated fi nancial statements fi nancial information presented annual report annual report.,3
accounting service center offi ce auditor general audit committee reviews ptts fi nancial reports board accountable ptt groups consolidated fi nancial statement fi nancial information presented annual report annual report.,3
implemented environmental management system conforms iso 140012015 standard fundamental practice operations,1
implemented environmental management system conforms iso 140012015 standard first_harmonic practice operation,1
Implementation of an environmental management system in compliance with iso 140012015 standard.,1
Implementation of an environmental management system in deference with iso 140012015 standard.,1
2018 company domestic middledistillate market share approximately 20 percent,0
2018 company domestic_help middledistillate market share close_to 20 percent,0
In 1818 carry out inland medium distillation market share about 20 percent market share.,0
In 1818 carry out inland medium distillation market share about 20 percent market share.,0
strategic focus plan sundry roadmaps consistent current business support future growth,0
strategic focus plan sundry roadmaps consistent flow business support future growth,0
Continuing growth is the key to sustainable growth. Consistent and consistent roadmaps are key to sustainable growth and sustainable development.,0
Continuing growth is the key to sustainable growth. Consistent and uniform roadmaps are key to sustainable growth and sustainable development.,0
company acquire competitors trade secrets unlawful improper means,3
company acquire competitors trade secrets unlawful improper means,3
Obtaining trade secrets of competitors through illegitimate means,3
Obtaining trade secrets of competitors through illicit means,3
paid purchase agreement land constructions asset ownership transferal executed,0
paid purchase agreement land constructions asset possession transferal executed,0
Price contract for construction of own property carried out by the buyer.,0
Price contract for construction of own property carried out past the buyer.,0
company shall appoint company secretary accordance section 8915 securities exchange act 2551 following duties responsibilities,3
company shall appoint company secretary accordance section 8915 securities exchange act 2551 trace duties responsibilities,3
gesellschaft appoints gesellschaftssecrecrear pursuant to 8915 valuepapierborsengesetz 2551 according to duties and responsibilities.,3
gesellschaft name gesellschaftssecrecrear pursuant to 8915 valuepapierborsengesetz 2551 according to tariff and responsibilities.,3
company established selection nomination process recruit personnel required knowledge skills expertise experience operating staff supervisory executive levels allocated appropriately according organization structure,3
company established selection nomination process recruit personnel required knowledge skills expertise experience run staff supervisory executive levels allocated appropriately according organization structure,3
Established selection nomination process recruit personnel required knowledge skills expertise experience operating staff supervisory executive levels allocated appropriately according to organizational structure.,3
Established selection nomination process raise personnel required knowledge skills expertise experience operating staff supervisory executive levels allocated appropriately according to organizational structure.,3
company provides manual anticorruption compiles policies ethics regulations rules work processes directors executives staff implement,3
company provides manual anticorruption compiles policies ethics regulations rules mold processes film_director executives staff implement,3
offers manual anti-corruption developed guidelines ethical prescriptions regulate work processes directors drive forces implement driving forces.,3
offers manual anti-corruption developed guidelines ethical prescriptions regulate work processes managing_director drive forces implement driving forces.,3
quality checked products regularly,2
quality check products regularly,2
qualitat control of products,2
qualitat verify of merchandise,2
project aims solve problem water shortages highland community areas,1
project aims solve job water shortages highland community areas,1
project to solve the problem of water scarcity in the highlands.,1
project to solve the problem of water scarcity in the highlands.,1
established climate change coping mechanisms management guidelines conformity 5year strategic plan,1
plant climate change coping mechanisms management guidelines conformity 5year strategical plan,1
Initiated management mechanisms for climate change guidelines for the management according to the strategic plan of the five-year period.,1
lead_up management mechanisms for climate change guideline for the management according to the strategic plan of the five-year period.,1
cash cash equivalents comprise cash hand deposits banks shortterm highly liquid investments original maturities months free restrictions,0
cash cash equivalents comprise cash hand deposits bank_building shortterm highly liquid investments original maturities month free restrictions,0
Cash cash equivalents include cash deposits banks short-term high-liquid deposits original maturities monthly free provisions.,0
Cash cash equivalents include cash deposits banks short-term high-liquid deposits original maturities monthly free provisions.,0
company set environmental working committee monitor follow assess environmental management system ems systematic basis plan development update system ongoing manner,1
company set environmental working committee monitor follow assess environmental management organization ems systematic basis plan development update organization ongoing manner,1
takes place environmental work committee follow monitoring evaluation environment management system ems systematic baseline plan development update system ongoing art system.,1
convey place environmental work committee follow monitoring evaluation environment management system ems systematic baseline design development update system ongoing art system.,1
present approximately 142 cpo crushing mills 108 mills operation located surat thani krabi chumporn provinces giving rise combined fresh fruit bunch ffb processing capacity 30   35 million mt year,0
present approximately 142 cpo crushing mills 108 mills operation located surat thani krabi chumporn provinces giving rise conflate fresh fruit bunch ffb processing capacity 30 thirty-five million mt year,0
"Currently about 142 cpo crushing plants 108 mills operating in surat thani krabi chumporn provinces, which together produce fresh ffb harvesting capacity 30 35 million mt year.",0
"Currently about 142 cpo crushing plants 108 mills operating in surat thani krabi chumporn provinces, which together produce fresh ffb harvesting capacity 30 35 million MT year.",0
company initiated bdms human resources recruitment network resulted efficient timely recruitment personnel qualifications matched companys requirements,2
company initiated bdms human resourcefulness recruitment network resulted effective timely recruitment personnel qualifications matched companys requirements,2
Founded bdms human resources recruitment network resulted in efficient timely recruitment personnel qualifications matched company's requirements.,2
Founded bdms human resources recruitment network lead in efficient timely recruitment personnel qualifications matched company's requirements.,2
issued allocated warrants existing shareholders company pro rata respective shareholdings rights offering,0
issued allocated warrants existing shareowner company pro rata respective shareholding rights offering,0
issued option certificates allocated to existing shareholding companies offered pro rata respective shareholding rights.,0
issued option certificates apportion to existing shareholding companies offered professional rata respective shareholding rights.,0
generate social benefits sustainable growth,2
generate social benefits sustainable development,2
Poverty Divides Sustainable Growth,2
impoverishment fraction Sustainable Growth,2
began operate heat treatment plant bangpakong 29 november 2006 hrh princess maha chakri sirindhorn graciously presided grand opening ceremony,0
began operate heat treatment plant bangpakong xxix november 2006 hrh princess Omaha chakri sirindhorn graciously presided grand opening ceremony,0
started operating the hot treatment plant bangpakong 29 november 2006 hrh princess maha chakri sirindhorn gnadig prasidierte the inauguration ceremony.,0
started operating the hot discourse plant bangpakong 29 november 2006 hrh princess maha chakri sirindhorn gnadig prasidierte the inauguration ceremony.,0
reimbursement recognized separate asset reimbursement virtually certain provision settled,0
reimbursement realise separate asset reimbursement virtually certain planning settled,0
ruckerstattung recognized separate printing allowance practically certain payment terms.,0
ruckerstattung recognise separate printing allowance practically certain payment terms.,0
health care workplace safety welfare labour relations provided create harmony foster productive satisfying work environment organisation,2
health care workplace safety welfare push relations provide create harmony foster productive satisfying work environment organisation,2
Health fursor safety at work place well-being mediated working relationships create harmony demand productive satisfactory work environment organization.,2
Health fursor safety at work place well-being mediated work relationships create concord demand productive satisfactory work environment organization.,2
based companys firm recognition critical value generated energy resources utilization create highest efficiency benefits alongside regular business operations board directors laid companys energy resources conservation policy committed dedicated maximizing benefits generated energy resources consumption,1
based companys firm recognition critical value generated energy resources utilization create highest efficiency benefits alongside regular business operations circuit_card directors laid companys energy resources conservation policy committed dedicated maximizing benefits generated energy resources consumption,1
- Company recognition company critical value generated energy resources use create highest efficiency shares next to the companies established energy resources management policy required companies to maximize the amount of the energy resources produced use waste.,1
- Company recognition company critical value generated energy resources use create highest efficiency shares next to the companies established energy resources management policy required companies to maximize the amount of the energy resources produced use waste.,1
stakeholder wishes communicate board directors directly passing management company express opinions operation companys business including whistle blowing complaints incorrect financial report violation law ethics deficiency internal control system etc address communication directly audit committee,3
stakeholder wishes communicate board directors directly passing management company express opinion operation companys business including whistle blowing complaints incorrect financial report violation law ethics deficiency internal control system etc address communication directly audit committee,3
"The company has its own staff, which is responsible for the management and management of the company, as well as for the management of the company. The company has its own staff, which is responsible for the management and management of the company, as well as for the management of the company.",3
"The company has its own staff, which be responsible for the management and management of the company, as good as for the management of the company. The company has its own staff, which be responsible for the management and management of the company, as good as for the management of the company.",3
connection audit financial statements responsibility read information,0
connectedness audit financial statements responsibility say information,0
vulgarisation of the account of responsibility reading information.,0
vulgarisation of the account of responsibility reading information.,0
